user_id,movie_id,movie_name,actors,release_time,score,movie_type,duration,release_place,cumulative_box_office
432,929,诡爱,辛芷蕾 /成毅 /于毅,2012/10/30,6.7,惊悚 / 悬疑,107分钟,中国大陆,1183(万)
64,13961,撞车,马特·狄龙 /坦迪·牛顿 /瑞安·菲利普,2004/9/10,8.6,剧情,113分钟,"美国,德国",暂无(万)
350,12724,决战紫禁之巅,刘德华 /郑伊健 /张家辉,2000/5/1,5.7,科幻 / 武侠 / 古装,106分钟,"中国大陆,中国香港",1500(万)
367,14113,最佳女婿,张学友 /周星驰 /莫少聪,1988/12/17,6.6,喜剧 / 爱情,88分钟,中国香港,暂无
431,71,超时空救兵,霍建华 /景甜 /郭品超,2012/1/24,5.3,喜剧 / 动作 / 科幻,90分钟,中国大陆,369(万)
3,441,第一次,赵又廷 /杨颖 /江珊,2012/6/8,7.9,爱情,107分钟,中国大陆,3568(万)
62,185,赤焰战场,布鲁斯·威利斯 /摩根·弗里曼 /约翰·马尔科维奇,2011/4/1,8.2,喜剧 / 动作 / 惊悚 / 犯罪,111分钟,美国,3137(万)
420,28857,穿越西伯利亚,艾米莉·莫迪默 /伍迪·哈里森 /本·金斯利,2008/1/18,6.8,惊悚,111分钟,"英国,德国,西班牙,立陶宛",暂无(万)
377,78543,一万年以后,珠玛 /亚拉亚姆 /王翀,2015/3/27,6.5,动画 / 动作 / 奇幻,97分钟,中国大陆,2775(万)
68,214394,特警新人类2,陈冠希 /冯德伦 /李灿森,2000/12/14,6.3,动作 / 科幻,109分钟,中国香港,暂无
422,10326,百年好合,郑秀文 /古天乐 /李冰冰,2003/2/1,5.9,动作 / 喜剧,93分钟,"中国大陆,中国香港",1000(万)
499,226389,龙须沟,张伐 /陈世温 /黎频,1953/2/1,7.6,剧情,107分钟,中国大陆,3(万)
302,246197,秘术,安以轩 /汪东城 /郭德纲,2014/11/14,3.1,剧情 / 悬疑 / 冒险,85分钟,中国大陆,483(万)
92,246074,食人虫,夏梓桐 /张梓琳 /王传君,2014/10/10,3.7,惊悚 / 科幻 / 灾难,82分钟,中国大陆,2246(万)
330,331983,杀人漫画,李诗英 /严基俊 /金显祐,2013/6/27,7.2,犯罪 / 恐怖 / 惊悚,104分钟,韩国,暂无
131,245951,北京纽约,林志玲 /刘烨 /江疏影,2015/3/6,4.9,爱情 / 都市,107分钟,中国大陆,1902(万)
107,36,双人床条约,耿乐 /刘威葳 /王豪,2011/12/30,5.5,爱情 / 喜剧,89分钟,中国大陆,164(万)
325,245873,幻影车神：魔盗激情,阿米尔·汗 /卡特莉娜·卡芙 /阿布舍克·巴强,2014/7/25,9.1,动作 / 犯罪 / 惊悚,172分钟,印度,1967(万)
277,49728,金氏漂流记,郑丽媛 /郑在泳 /李想勋,2009/5/14,8.2,剧情 / 爱情,117分钟,韩国,暂无
390,246079,热血青春,朴宝英 /李钟硕 /权海孝,2014/1/23,6.9,爱情 / 喜剧,121分钟,韩国,暂无
66,561,红孩子,陈克然 /宁和 /王和永,1958/4/1,7.2,儿童,107分钟,中国大陆,暂无
75,52504,亡灵,大卫·安德斯 /森约·阿莫库 /凯西·史,2009/9/26,7.6,喜剧 / 恐怖,110分钟,美国,暂无
308,246291,贵族大盗,约翰尼·德普 /格温妮斯·帕特洛 /伊万·麦克格雷格,2015/4/17,6.7,喜剧 / 动作,106分钟,"英国,美国",2276(万)
194,78497,整容日记,白百何 /郑中基 /张瑶,2014/4/4,5.8,喜剧 / 爱情,84分钟,"中国大陆,中国香港",8435(万)
54,68915,回家的路,裴晟祐 /全度妍 /高洙,2013/12/11,7.2,犯罪 / 悬疑 / 剧情,131分钟,韩国,暂无
421,247716,家在水草丰茂的地方,汤龙 /郭嵩涛 /白文信,2015/10/23,8.6,剧情 / 家庭,103分钟,中国大陆,81(万)
356,78928,夜半梳头,李威 /王李丹妮 /杨紫彤,2014/6/13,5.5,惊悚 / 悬疑,90分钟,中国大陆,1343(万)
466,336925,十七岁,任贤齐 /贾静雯 /程予希,2015/10/30,7.1,剧情 / 爱情,112分钟,中国台湾,393(万)
390,806,野火春风斗古城,王晓棠 /王心刚 /王润身,1963/1/1,7.1,战争 / 剧情,104分钟,中国大陆,3(万)
279,78799,蜂鸟特攻,杰森?斯坦森 /薇琪·麦克卢尔 /维多利亚·贝维克,2014/5/9,6.5,动作 / 惊悚 / 剧情,90分钟,"英国,美国",3231(万)
326,246035,等一个人咖啡,赖雅妍 /宋芸桦 /周慧敏,2014/10/17,7.7,剧情 / 喜剧 / 爱情,119分钟,"中国台湾,中国香港",1058(万)
170,79156,五朵金花,杨丽坤 /王苏娅 /朱一锦,2021/10/1,暂无评分,爱情 / 音乐,99分钟,中国大陆,6(万)
145,172,非常完美,章子怡 /范冰冰 /何润东,2009/8/14,6.8,爱情,101分钟,"中国大陆,韩国",10000(万)
59,9470,莫斯科不相信眼泪,阿列克谢·巴塔洛夫 /罗莎·梁赞诺娃 /Viktor Uralsky,1980/2/11,8.4,剧情,148分钟,前苏联,暂无
292,78011,艺术家,让·杜雅尔丹 /贝热尼丝·贝乔 /小狗乌吉,2012/12/28,8.3,剧情,100分钟,"法国,比利时,美国",418(万)
105,246135,全城通缉,刘烨 /赵文卓 /秋瓷炫,2014/11/6,4.9,涉案 / 悬疑,108分钟,中国大陆,3488(万)
221,78026,爱你一生一世,万思维 /刘惠 /郝爱民,2012/12/28,5.9,爱情,91分钟,中国大陆,52(万)
71,248923,功夫小蝇,纳尼 /萨曼莎·鲁斯·帕布  /桑达南,2012/7/6,7.1,喜剧 / 动作 / 奇幻,145分钟,印度,暂无
232,248016,异种,刘若清 /周浩东 /李文杰,2015/6/5,3.3,悬疑 / 惊悚 / 恐怖,87分钟,中国大陆,507(万)
20,7220,长短脚之恋,周润发 /王祖贤 /黄沾,1988/7/7,6.8,爱情 / 喜剧,95分钟,中国香港,暂无
337,18458,洪湖赤卫队,王玉珍 /夏奎斌 /谢添,1961/1/1,7.3,战争,117分钟,中国大陆,暂无
239,78030,波鲁鲁冰雪大冒险,李善 /李美子 /郑美淑,2013/1/25,6.9,动画 / 家庭 / 儿童 / 冒险,79分钟,"中国大陆,韩国",1219(万)
236,226785,南征北战,张瑞芳 /刘沛然 /陈戈,1952/2/1,暂无评分,剧情 / 战争,127分钟,中国大陆,5(万)
175,344906,同城邂逅,姜潮 /周韦彤 /李梦,2016/3/11,6.6,爱情 / 喜剧,95分钟,中国大陆,121(万)
133,327169,功夫熊猫之师父的秘密,杰克·布莱克 /安吉丽娜·朱莉 /达斯汀·霍夫曼,2011/12/13,7.2,喜剧 / 动作 / 动画 / 短片,23分钟,美国,暂无
171,229027,龙之战,杰森·贝尔 /阿曼达·布鲁克斯 /罗伯特·福斯特,2008/5/13,4.8,动作 / 剧情 / 奇幻,90分钟,韩国,2723(万)
439,7293,赌侠1999,刘德华 /张家辉 /朱茵,1998/12/18,6.8,剧情,110分钟,中国香港,暂无
242,936,天下无双,梁朝伟 /王菲 /张震,2002/2/6,7.6,喜剧,97分钟,中国香港,暂无
255,78732,最佳嫌疑人,苏有朋 /陈乔恩 /林俊贤,2014/4/18,6.7,喜剧 / 爱情 / 悬疑,99分钟,中国大陆,877(万)
273,78144,穿越火线,斯维塔兰娜·伊万诺娃 /弗拉季米尔·弗多维琴科夫 /尤里·库琴科,2013/9/13,6,剧情 / 动作 / 科幻,105分钟,俄罗斯,1705(万)
39,342109,咕噜咕噜美人鱼,张美娟 /赵梦娇 /陈大刚,2015/12/12,8.7,喜剧 / 动画 / 冒险,90分钟,中国大陆,1394(万)
2,12451,一本漫画闯天涯,周星驰 /林俊贤 /柏安妮,1990/3/22,6.5,喜剧 / 剧情 / 动作,93分钟,中国香港,暂无
471,58,饭局也疯狂,刘桦 /范伟 /黄渤,2012/1/23,5.3,剧情,100分钟,中国大陆,4378(万)
444,79128,潜艇总动员4：章鱼奇遇记,蒋可 /王晓彤 /李晔,2014/5/30,7.5,喜剧 / 动画 / 冒险,80分钟,中国大陆,4909(万)
399,30094,年轻的维多利亚,艾米莉·布朗特 /鲁伯特·弗兰德 /保罗·贝坦尼,2009/3/6,7.3,剧情 / 爱情 / 历史,105分钟,"英国,美国",暂无(万)
203,25770,新忠烈图,吴奇隆 /黄奕 /元华,2007/1/26,3.5,剧情 / 动作 / 武侠 / 古装,88分钟,中国大陆,暂无
442,246184,孤岛,毛毅 /田苏灏 /李依伊,2014/10/31,6.2,悬疑 / 惊悚,83分钟,中国大陆,347(万)
215,342783,青蛙王国之冰冻大冒险,孙楠 /石班瑜 /买宝瑶,2016/2/19,8.3,喜剧 / 冒险 / 动画,83分钟,中国大陆,230(万)
32,302613,熊战士,查克·诺瑞斯 /特利·奇瑟 /麦克斯·盖尔,1996/11/5,5.5,喜剧 / 动作 / 家庭 / 冒险,93分钟,美国,暂无
92,124,晚秋,汤唯 /玄彬 /金俊成,2012/3/23,7.7,剧情 / 爱情,115分钟,"韩国,美国,中国香港",6101(万)
105,48548,白银帝国,郭富城 /郝蕾 /张铁林,2009/8/21,6.4,剧情 / 爱情 / 家庭 / 传记 / 历史 / 古装,116分钟,"中国大陆,中国台湾,中国香港",2277(万)
438,78111,圣诞玫瑰,郭富城 /桂纶镁 /张震,2013/5/24,6.5,剧情 / 悬疑 / 犯罪,92分钟,"中国大陆,中国香港",2341(万)
331,1317,中央车站,费尔南德·蒙特纳哥 /文尼西斯·狄·奥利维拉 /马修斯·纳克加勒,1998/1/16,8.6,剧情,113分钟,"巴西,法国",暂无(万)
393,247302,冰山上的来客,梁音 /谷毓英 /阿木都力力提,1963/2/2,7.1,剧情 / 战争,106分钟,中国大陆,10(万)
25,246216,命中注定,汤唯 /廖凡 /苏岩,2015/7/24,7.8,喜剧 / 爱情,113分钟,中国大陆,6778(万)
456,248484,爱情攻略,刘心悠 /周柏豪 /庄思敏,2015/9/18,7.8,喜剧 / 爱情,91分钟,中国香港,66(万)
406,3219,黄飞鸿'92之龙行天下,李连杰 /元华 /杰瑞·特林伯,1992/5/28,6.6,现代 / 武侠,92分钟,中国香港,暂无
169,78763,驯龙骑士,弗莱迪·海默 /西尔莎·罗南 /鲁伯特·艾弗雷特,2014/3/28,7.5,动画,90分钟,西班牙,1182(万)
272,246297,恋爱中的城市,杨幂 /郑开元 /江疏影,2015/8/19,6.9,剧情 / 爱情,117分钟,中国大陆,5358(万)
158,78668,刺客聂隐娘,舒淇 /张震 /周韵,2015/8/27,6.3,剧情 / 武侠 / 古装,105分钟,中国大陆,6109(万)
433,18973,海军悍妇,罗纳德·威尔逊·里根 /南茜·戴维斯 /阿瑟·弗兰兹,May-57,5.3,剧情 / 惊悚 / 战争,82分钟,美国,暂无
268,78249,白狐,钟欣潼 /张智霖 /惠英红,2013/9/28,5.7,剧情 / 奇幻,130分钟,中国大陆,3147(万)
423,38273,柏林的女人,尼娜·霍斯 /奥古斯特·迪赫 /茱莉安·柯勒,2008/10/23,7,剧情,131分钟,"德国,波兰",暂无
72,257939,霹雳先锋,李修贤 /周星驰 /成奎安,1988/6/23,6.9,剧情,95分钟,中国香港,暂无
360,78037,越来越好之村晚,郭富城 /王宝强 /吴君如,2013/2/10,5.5,喜剧,100分钟,中国大陆,2993(万)
481,12895,钟无艳,郑秀文 /张柏芝 /梅艳芳,2001/1/18,6.6,喜剧,123分钟,中国香港,暂无
235,78404,青蛙王国,石班瑜 /姜瑰瑾 /贝拉·索恩,2013/12/28,7.9,动画 / 冒险,88分钟,中国大陆,1755(万)
1,59452,哀乐中年,韩非 /李浣青 /程之,1949/12/31,8.9,剧情 / 爱情 / 家庭,104分钟,中国大陆,暂无
462,37999,怪兽在巴黎,丹尼·休斯顿 /凡妮莎·帕拉迪丝 /亚当·戈德堡,2011/10/12,7.5,喜剧 / 动画 / 音乐 / 奇幻,90分钟,法国,暂无
47,23655,农奴,旺堆 /强巴 /小多吉,1963,7.3,剧情,92分钟,中国,暂无
486,78035,女蛹,张榕容 /任泉 /李威,2013/2/1,6.7,爱情 / 悬疑 / 惊悚,94分钟,中国大陆,1189(万)
206,335550,斗地主,韩兆 /买红妹 /刘桦,2015/9/11,6.6,喜剧,88分钟,中国大陆,81(万)
402,226,一夜成名,黄圣依 /维塔斯 /田娃,2012/4/13,3.3,剧情 / 喜剧 / 音乐,93分钟,中国大陆,138(万)
155,2131,群众,西德尼·布雷西 /拉里·斯蒂尔斯 /埃莉诺·博德曼,1928/2/18,8.3,剧情,104分钟,美国,暂无
406,643,太空一号,盖·皮尔斯 /玛姬·格蕾斯 /文森特·里根,2012/8/7,7.4,动作 / 科幻 / 惊悚,95分钟,"美国,法国",3465(万)
287,78079,刘老庄八十二壮士,赵毅 /刘鉴 /白雨,2013/3/22,6,历史 / 战争,100分钟,中国大陆,10(万)
270,248708,我是谁2015,王海祥 /姚星彤 /张蓝心,2015/6/12,5.8,喜剧 / 动作,102分钟,中国大陆,550(万)
141,78162,初恋未满,张含韵 /冉旭 /代旭,2013/7/4,7.6,剧情 / 爱情,105分钟,中国大陆,208(万)
190,52989,矮仔多情,王祖蓝 /黄婉伶 /贾晓晨,2009/6/25,6.4,喜剧,105分钟,中国香港,暂无
473,342567,使命召唤,西恩·潘 /伊德瑞斯·艾尔巴 /哈维尔·巴登,2015/9/18,7.6,剧情 / 动作 / 犯罪,115分钟,"法国,英国",398(万)
79,1948,野草莓,维克多·斯约史特洛姆 /毕比·安德松  /英格里德·图林,1957/12/26,8.6,剧情 / 爱情 / 家庭,91分钟,瑞典,暂无
393,206481,小城之春,石羽 /崔超明 /张鸿眉,1948/9/23,8.4,剧情,93分钟,中国大陆,暂无
431,9570,瘦身男女,刘德华 /郑秀文 /黑川力矢,2001/6/21,6.7,喜剧,94分钟,"中国香港,日本",暂无
453,462,制胜一击,吉娜·卡拉诺 /查宁·塔图姆 /迈克尔·法斯宾德,2011/11/6,5.7,动作,92分钟,"美国,爱尔兰",暂无(万)
34,78666,冲锋车,吴镇宇 /任达华 /古巨基,2015/4/3,7.3,动作 / 犯罪,102分钟,中国大陆,2089(万)
410,245865,我就是我,华晨宇 /欧豪 /白举纲,2014/7/25,8.8,剧情 / 纪录片,96分钟,中国大陆,638(万)
187,9548,上海皇帝之雄霸天下,吕良伟 /郑则仕 /徐锦江,1993/5/13,7.8,剧情 / 悬疑 / 犯罪,104分钟,中国香港,暂无
180,78132,光辉岁月,曾志伟 /黄日华 /梁咏琪,2013/6/9,6.9,剧情 / 动作 / 冒险,102分钟,中国大陆,372(万)
226,78419,摩纳哥王妃,妮可·基德曼 /蒂姆·罗斯 /帕斯·贝加,2014/6/20,8.3,剧情 / 爱情 / 传记,103分钟,"法国,美国,比利时,意大利,瑞士",2607(万)
33,674,绝色武器,谢婷婷 /安志杰 /洪金宝,2012/7/13,6.4,爱情 / 动作,94分钟,中国香港,452(万)
38,78118,太极侠,陈虎 /基努·里维斯 /莫文蔚,2013/7/5,6.1,动作 / 犯罪 / 剧情,106分钟,"中国大陆,中国香港,美国",2749(万)
40,2049,十二怒汉,亨利·方达 /李·科布 /马丁·鲍尔萨姆,1957/4/13,9.1,剧情 / 悬疑,159分钟,美国,暂无
268,8038,老师你好,车胜元 /边熙峰 /李宰久,2003/3/28,7,剧情 / 喜剧,117分钟,韩国,暂无
319,241230,烈火中永生,于蓝 /赵丹 /项堃,1965/2/1,7.4,剧情,144分钟,中国大陆,3(万)
475,13426,我脑中的橡皮擦,郑雨盛 /孙艺珍 /白钟学,2004/11/5,8.5,爱情,117分钟,韩国,暂无
210,342,杜拉拉升职记,徐静蕾 /莫文蔚 /黄立行,2010/4/15,6.9,爱情,105分钟,中国大陆,12441(万)
130,71847,嫌疑人X的献身,柳昇范 /赵震雄 /郭民浩,2012/10/18,7.4,剧情 / 爱情 / 悬疑 / 犯罪,119分钟,韩国,暂无
127,78573,秋之白华,窦骁 /董洁 /郭家铭,2011/6/29,6.7,剧情 / 爱情 / 传记 / 历史,102分钟,中国大陆,304(万)
299,7960,飞向太空,安纳托利·索洛尼岑 /多纳塔斯?奥威戴斯 /纳塔莉亚·邦达尔丘克,1972/3/20,8,科幻,167分钟,苏联,暂无
217,13128,死亡游戏,李小龙 /洪金宝 /考林·加普,1978/3/23,6.5,剧情 / 动作 / 惊悚 / 犯罪,85分钟,"中国香港,美国",暂无
199,78556,过界男女,刘嘉玲 /陈坤 /田沅,2014/2/14,5.5,剧情,93分钟,中国香港,1421(万)
303,38532,爱情公寓,阿雷克西·查多夫 /欧嘉·玛凯耶娃 /Aleksey Vertinskiy,2007/3/27,7.6,剧情 / 爱情,92分钟,乌克兰,暂无
135,78086,金太狼的幸福生活,王雷 /潘之琳 /姚芊羽,2013/4/12,7.2,喜剧,104分钟,中国大陆,557(万)
483,18765,黑色大丽花,乔什·哈奈特 /斯嘉丽·约翰逊 /希拉里·斯万克,2006/9/15,6.4,惊悚 / 剧情 / 悬疑 / 犯罪,120分钟,"美国,德国,法国",暂无(万)
218,39652,二十四城记,陈建斌 /赵涛 /陈冲,2009/3/6,7.4,剧情,103分钟,"中国大陆,中国香港,日本",110(万)
396,249277,汽车人总动员,胡达威 /刘馨萱 /袁文革,2015/7/3,4.3,喜剧 / 动画 / 冒险,85分钟,中国大陆,583(万)
180,78651,家园防线,杰森?斯坦森 /詹姆斯·弗兰科 /薇诺娜·瑞德,2014/3/14,8.4,动作 / 惊悚,92分钟,美国,3243(万)
422,246298,红包,汪奇 /廖蔚蔚 /宋梓侨,2015/3/18,7.2,喜剧,100分钟,中国大陆,23(万)
232,39163,率性而活,郑在泳 /孙秉浩 /李瀚伟,2007/10/18,8.2,喜剧,102分钟,韩国,暂无
472,78716,一号目标,蒋勤勤 /刘小锋 /孙茜,2014/5/23,6.6,剧情 / 动作 / 悬疑,102分钟,中国大陆,170(万)
159,32850,末日危途,维果·莫腾森 /柯蒂·斯密特-麦菲 /查理兹·塞隆,2009/11/25,7.5,剧情 / 惊悚 / 冒险,111分钟,美国,暂无(万)
324,78824,四大名捕大结局,邓超 /刘亦菲 /邹兆龙,2014/8/22,6,剧情 / 武侠 / 爱情 / 动作,107分钟,"中国大陆,中国香港",19203(万)
151,78209,神奇,黄晓明 /郭采洁 /金雅中,2013/9/30,4.8,动作,110分钟,中国大陆,4569(万)
146,78401,白幽灵传奇之绝命逃亡,海登·克里斯滕森 /尼古拉斯·凯奇 /刘亦菲,2015/4/3,4.8,动作 / 古装,99分钟,中国大陆,2417(万)
500,2876,冒险王,李连杰 /金城武 /关之琳,1996/3/14,6.6,动作,86分钟,中国香港,暂无
400,334162,迪亚特洛夫事件,吉玛·阿金森 /霍莉·戈斯 /理查德·瑞德,2013/2/28,6.5,惊悚,100分钟,美国俄罗斯英国,暂无
89,301233,中国龙,释小龙 /郝劭文 /金城武,1995/1/28,6.4,喜剧 / 动作 / 爱情 / 犯罪,88分钟,中国台湾,暂无
310,245957,永春白鹤拳之擎天画卷,杨政 /沈芳熙 /黄一飞,2014/8/15,6.3,喜剧 / 动作 / 爱情,94分钟,中国大陆,37(万)
226,78062,特警判官,卡尔·厄本 /奥莉薇·瑟尔比 /琳娜·海蒂,2013/3/1,6.9,动作 / 惊悚 / 科幻,90分钟,"英国,美国,印度,南非",3004(万)
14,368,四戒,冯雷 /刘桦 /江易珈,2012/6/8,6.3,剧情 / 喜剧,95分钟,中国大陆,157(万)
23,998,逆世界,吉姆·斯特吉斯 /克尔斯滕·邓斯特 /珍妮·海特梅亚,2013/3/7,7.3,科幻,100分钟,"加拿大,法国",7378(万)
118,12901,暗战2,刘青云 /郑伊健 /林熙蕾,2001/12/27,6.6,动作 / 犯罪,95分钟,中国香港,暂无
155,295241,画中仙,元彪 /王祖贤 /吴启华,1988/3/18,6.7,爱情 / 奇幻 / 喜剧,93分钟,中国香港,暂无
347,253873,大冒险家,刘德华 /吴倩莲 /关之琳,1995/8/2,6.5,剧情,110分钟,中国香港,暂无
148,2707,城市之光,查理·卓别林 /弗吉尼亚·切瑞尔 /亨利·伯格曼,1931/3/7,8.6,爱情 / 剧情 / 喜剧,87分钟,美国,暂无
371,5319,笑傲江湖,许冠杰 /张敏 /叶童,1990/1/27,7.8,喜剧,118分钟,"中国香港,中国台湾",暂无
360,52944,刺猬的优雅,安妮·波诺什 /伊川东吾 /阿丽亚娜·阿斯卡里德,2009/7/3,8.7,喜剧,100分钟,"法国,意大利",暂无
279,257575,无处可逃,欧文·威尔逊 /蕾克·贝尔 /皮尔斯·布鲁斯南,2015/8/26,8.1,动作 / 惊悚,101分钟,美国,暂无
383,78550,海底大冒险2,德瑞克·贝尔 /安迪·迪克 /弗兰·德莱斯切尔,2013/12/28,8,喜剧 / 动画 / 家庭,81分钟,"韩国,美国",2629(万)
165,41787,河东狮吼,古天乐 /张柏芝 /许绍雄,2002/9/29,8.1,喜剧,99分钟,"中国香港,中国大陆",2200(万)
104,37296,江山美人,陈慧琳 /甄子丹 /黎明,2008/2/9,4.6,爱情 / 动作 / 战争,95分钟,"中国大陆,中国香港",4488(万)
436,1293,蓝白红三部曲之红,伊莲娜·雅各布 /简-路易斯·特林提格南特 /塞缪尔·勒·比汉,1994/5/12,8.2,剧情 / 爱情 / 悬疑,99分钟,"法国,波兰,瑞士",暂无(万)
271,68836,东成西就2011,陈奕迅 /莫文蔚 /郑伊健,2011/11/24,5.9,喜剧 / 爱情 / 动作,103分钟,"中国大陆,中国香港",7496(万)
82,17209,足球尤物,查宁·塔图姆 /劳拉·莱姆希 /阿曼达·贝尼斯,2006/3/17,6.7,喜剧 / 爱情,105分钟,"美国,加拿大",暂无(万)
457,5778,水浒传之英雄本色,梁家辉 /王祖贤 /徐锦江,1993/5/19,6.9,剧情 / 动作 / 武侠 / 古装,91分钟,"中国香港,中国大陆",暂无
295,78296,控制,吴彦祖 /姚晨 /任达华,2013/11/22,7.5,动作 / 科幻 / 悬疑 / 犯罪,92分钟,"中国香港,中国大陆",4358(万)
345,246398,时间都去哪了,杨紫 /郭品超 /焦恩俊,2015/8/7,6.6,剧情 / 爱情,102分钟,中国大陆,27(万)
217,13051,野兽之瞳,古天乐 /吴彦祖 /谭耀文,2001/5/31,7.1,动作 / 剧情,109分钟,中国香港,暂无
141,75737,恐怖故事,罗映姬 /南宝拉 /罗美兰,2012/7/25,6.6,恐怖,108分钟,韩国,暂无
188,122780,猎鹰计划,钟楚红 /刘德华 /吕良伟,1988/6/24,7.1,动作 / 犯罪,106分钟,中国香港,暂无
463,246696,我只要我们在一起,杨恭如 /唐文龙 /迟帅,2015/2/13,5.1,爱情,83分钟,中国大陆,297(万)
45,680,河东狮吼2,张柏芝 /小沈阳 /黄维德,2012/8/17,6.1,喜剧 / 动作 / 爱情,102分钟,"中国大陆,中国香港",7088(万)
41,440,跑出一片天,田亮 /胡静 /常铖,2012/6/1,7,剧情 / 运动,120分钟,中国大陆,109(万)
211,78687,林中小屋,王宗尧 /杜奕衡 /雨侨,2014/2/14,3.5,爱情 / 悬疑 / 惊悚 / 恐怖,95分钟,"中国大陆,中国香港",391(万)
398,333943,提线木偶,李忠秀 /元基俊 /具智成,2013/6/20,4.8,恐怖,85分钟,韩国,暂无
31,78349,观相,宋康昊 /李政宰 /金惠秀,2013/9/11,7.1,古装 / 剧情,140分钟,韩国,暂无
144,115878,合气道,茅瑛 /黄家达 /洪金宝,1972/10/1,6.6,动作 / 剧情 / 战争,97分钟,中国香港,暂无
110,78647,英雄之战,何润东 /陆毅 /魏一,2014/3/21,5.6,动作 / 爱情,90分钟,中国大陆,7446(万)
136,573,逃之夭夭,苏菲·玛索 /伊万·阿达勒 /萨米·弗雷,2005/9/16,6.8,剧情 / 爱情 / 惊悚,90分钟,法国,400(万)
77,245982,灵臆事件,朱雨辰 /石天琦,2015/11/20,5.6,恐怖 / 惊悚,88分钟,中国大陆,400(万)
294,311535,神勇铁金刚,陈小春 /陈惠敏 /陈冠希,2003/10/23,5.6,喜剧,92分钟,中国香港,暂无
249,78142,枕边有张脸,吴其江 /赵仕瑾 /刘妙,2013/6/14,5.5,惊悚 / 悬疑,96分钟,中国大陆,2352(万)
278,39340,母亲,金惠子 /元斌 /晋久,2009/5/28,8.3,惊悚 / 剧情 / 悬疑,128分钟,韩国,暂无
46,342707,老兵,金士杰 /陈强华 /刘思博,2015/9/1,8.9,剧情 / 战争,50分钟,中国大陆,暂无(万)
452,1362,无人知晓,柳乐优弥 /北浦爱 /木村飞影,2006/6/19,8.8,剧情,141分钟,日本,暂无(万)
382,634,一八九四·甲午大海战,陆毅 /杨立新 /夏雨,2012/7/6,7.8,剧情 / 战争 / 历史,120分钟,中国大陆,387(万)
77,78001,一场风花雪月的事,杨颖 /黄晓明 /在熙,2013/8/8,5.9,剧情 / 爱情,114分钟,中国大陆,2264(万)
288,304385,杀手之王,李连杰 /曾志伟 /任达华,1998/4/3,6.7,喜剧 / 动作 / 剧情,104分钟,中国香港,暂无
310,78276,等风来,倪妮 /井柏然 /刘雅瑟,2013/12/31,7.6,喜剧 / 爱情,107分钟,中国大陆,7957(万)
96,2825,风雨双流星,王羽 /成龙 /高飞,1976/8/21,6.3,动作,110分钟,中国香港,暂无
346,40087,九子天魔,陈建昌 /江生 /鹿峰,1984/2/22,6,动作 / 恐怖,95分钟,"中国台湾,中国香港",暂无
39,25066,丑小鸭,Lee Millar /克拉伦斯·纳什 /Purv Pullen,1939/4/7,8.2,动画 / 喜剧 / 家庭 / 短片,9分钟,美国,暂无
481,77254,绿林大冒险,李正翔 /张欣 /张安琪,2013/1/19,7,动画 / 家庭,90分钟,中国大陆,891(万)
124,21692,惊天大贼王,任达华 /姚乐怡 /谭耀文,1998/10/20,6.3,犯罪,83分钟,中国香港,暂无
120,343767,诡娃娃,徐冬梅 /杨旸 /谢源,2015/12/18,3.9,惊悚 / 恐怖,90分钟,中国大陆,286(万)
239,238319,青红,高圆圆 /李滨 /姚安濂,2005/6/3,7.4,剧情,123分钟,中国大陆,400(万)
103,10404,杂家小子,元彪 /洪金宝 /刘家荣,1979/4/12,7.3,喜剧 / 动作,104分钟,中国香港,暂无
216,78040,小小飞虎队,赵泽文 /陈捷 /艾丽娅,2013/1/25,5.7,喜剧 / 动作,91分钟,中国大陆,141(万)
192,78004,在一起,甄子丹 /柯震东 /杨颖,2013/2/12,5.5,爱情,94分钟,"中国香港,中国大陆",83(万)
336,247580,春风得意梅龙镇,金士杰 /吴倩莲 /陈小春,1999/5/1,7,喜剧 / 爱情,93分钟,中国大陆,6(万)
397,247107,黑暗天际,Scott Anthony /亚当·施奈德 /卡丹·罗凯特,2013/2/22,6.9,科幻 / 惊悚 / 恐怖,97分钟,美国,暂无(万)
40,63715,猎与杀,玛莉·艾格洛蒲露丝 /艾米丽·乌勒普 /埃里克·罗伯茨,2010/1/1,4.5,动作,98分钟,加拿大,暂无
73,6129,拆弹专家宝贝炸弹,刘青云 /黄秋生 /陈望华,1994/9/3,6.1,喜剧,94分钟,中国香港,暂无
159,12098,想飞,吴彦祖 /陈冠希 /李心洁,2002/4/12,6.6,爱情 / 科幻,106分钟,"中国香港,中国台湾",暂无
248,9946,惊世巨鳄2,乔恩·斯克拉夫 /达里尔·蒂尔斯 /詹姆士·帕克斯,2002/3/19,4.7,惊悚 / 恐怖,93分钟,；,暂无
252,7388,姿三四郎,大河内传次郎 /藤田进 /轰夕起子,1943/3/25,7.7,动作,97分钟,日本,暂无
323,78572,飞天,刘之冰 /牛莉 /姜瑞佳,2011/7/1,3.3,剧情,115分钟,中国大陆,6546(万)
384,78567,巴黎宝贝,邓超 /珍·玛奇 /让-巴蒂斯特·莫尼耶,2011/8/25,6.2,喜剧 / 亲子 / 爱情,92分钟,中国大陆,2104(万)
487,344965,奇袭胡家台,周琳娜 /赵祖楠 /宋纪成,2015/12/18,4.5,战争,93分钟,中国大陆,暂无
