user_id,movie_id,movie_name,actors,release_time,score,movie_type,duration,release_place,cumulative_box_office
189,115653,战神滩,龙飞 /田野 /何维雄,1973/7/13,7.4,动作 / 战争 / 武侠 / 古装,100分钟,中国香港,暂无
392,117849,青春,陈冲 /王熙岩 /袁岳,1977/2/1,6.7,剧情 / 爱情,104分钟,中国大陆,暂无
379,78771,死亡邮件,任泉 /乔任梁 /周泓,2014/6/20,5.3,悬疑 / 犯罪,90分钟,中国大陆,640(万)
516,78038,暗恋99天,黄宗泽 /邓丽欣 /森美,2013/1/11,7.6,爱情,101分钟,中国香港,699(万)
472,249908,上海伦巴,高鑫 /夏雨 /袁泉,2006/2/10,7,剧情 / 爱情,107分钟,中国大陆,150(万)
526,57082,蓝盐,千正明 /金雷夏 /金民俊,2011/8/31,6,剧情 / 犯罪,122分钟,韩国,暂无
431,245942,爸爸的假期,郭涛 /郭子睿 /林志颖,2015/2/19,5.4,喜剧 / 家庭,108分钟,中国大陆,11581(万)
151,257456,巨人,崔宇植 /金秀宪 /Sin-cheol Kang,2014/10/5,6.8,剧情,108分钟,韩国,暂无
599,18461,野猪林,李少春 /袁世海 /杜近芳,1962/12/31,8.6,剧情 / 动作 / 戏曲,129分钟,"中国大陆,中国香港",暂无
311,54456,没有男人的女人,奥丝·图思 /纳维德·阿克汗 /佩嘉·费多尼,2009/9/9,6.7,剧情,92分钟,"德国,奥地利,法国,意大利,摩洛哥",暂无
459,78905,海豹六队:突袭乌萨马本拉登,凯姆·吉甘戴 /安松·蒙特 /弗莱迪·罗德里格兹,2012/11/4,6.4,剧情 / 动作 / 犯罪,87分钟,美国,暂无
576,71678,嘿店,朱茵 /张达明 /廖健,2011/10/21,5.1,喜剧 / 惊悚,90分钟,中国大陆,326(万)
600,78511,非狐外传,方力申 /周秀娜 /谈莉娜,2014/3/14,5.2,喜剧 / 爱情 / 古装,87分钟,"中国大陆,中国香港",589(万)
123,72066,车警官,李熙俊 /金宇彬 /申敏哲,2012/5/30,5.8,喜剧 / 爱情 / 剧情,110分钟,韩国,暂无
190,246840,逆转胜,刘以豪 /王识贤 /黄姵嘉,2015/9/25,9.2,剧情 / 喜剧,106分钟,中国台湾,40(万)
480,74301,幸福爱相随,希拉潘·瓦塔娜金达 /苏珀·臣查罗恩 /Witoon Jaiprom,2012/4/19,7.9,爱情,121分钟,泰国,暂无
501,69920,北角,钟淑慧 /吴岱融 /贺玲,2011/11/4,6.3,剧情,90分钟,中国大陆,3(万)
315,38174,人类合约,杰森·克拉克 /帕斯·贝加 /伊德瑞斯·艾尔巴,2008/10/28,5.4,剧情,108分钟,美国,暂无
511,271256,辽远的乡村,陈戈 /马赫 /萧伶,1950/2/1,暂无评分,剧情,50分钟,中国大陆,暂无
397,875,林则徐,高正 /夏克平 /赵丹,1959/9/25,7.3,剧情,103分钟,中国大陆,暂无
179,341598,双生灵,车艺莲 /常奕然 /刘佳佳,2015/8/21,5.4,惊悚 / 悬疑,91分钟,中国大陆,310(万)
118,35433,山间铃响马帮来,仲星火 /牛犇 /孙景璐,1954/1/1,6.5,剧情,85分钟,中国大陆,暂无
276,338697,《新儿女英雄传》,姚向黎 /谢添 /郭允泰,1951/3/8,6,剧情 / 战争,144分钟,中国大陆,暂无
588,271647,走向新中国,蓝马 /桑夫 /张勤葳,1951/1/1,暂无评分,剧情,99分钟,中国大陆,暂无
353,9874,雨月物语,森雅之 /京町子 /田中绢代,1953/3/26,8.3,剧情 / 奇幻 / 惊悚,96分钟,日本,暂无
169,281,即日启程,范伟 /居文沛 /刘桦,2008/9/30,7.2,喜剧,96分钟,中国大陆,594(万)
300,30766,雾海夜航,范雪朋 /张莺 /关宏达,1958/5/20,7.1,剧情,87分钟,中国大陆,暂无
145,41556,海鹰,王晓棠 /王心刚 /张勇手,1959/2/1,7.2,战争,85分钟,中国大陆,暂无
594,341063,狂野飞车,何子健 /何伟 /米歇尔·法布里斯,2015/8/14,3.8,动作 / 爱情 / 冒险,86分钟,"中国大陆,美国",304(万)
168,239136,孤堡惊情,贝伦·鲁埃达 /费尔南多·卡约 /杰拉尔丁·卓别林,2010/4/16,7.5,剧情 / 惊悚 / 悬疑,105分钟,"西班牙,墨西哥",1381(万)
143,52543,廉吏于成龙,尚长荣 /陈宇 /关栋天,2009/6/11,8.3,戏曲 / 历史,105分钟,中国大陆,暂无
292,339955,飞天舞,金喜善 /申贤俊 /郑镇荣,2000/9/29,6.3,剧情 / 动作 / 爱情 / 古装,125分钟,韩国,1200(万)
338,66328,我的黑色小礼服,尹恩惠 /朴寒星 /刘仁娜,2011/3/24,7.1,剧情,107分钟,韩国,暂无
380,12977,爱人同志,钟楚红 /刘德华 /成奎安,1989/12/21,7,剧情 / 爱情,100分钟,中国香港,暂无
415,231811,我的百事通男友洪班长,严正化 /金佳妍 /张东植,2004/3/12,6.4,喜剧 / 爱情,108分钟,韩国,暂无
565,78053,一座城池,房祖名 /王太利 /李长江,2013/9/18,6.7,青春,98分钟,中国大陆,679(万)
459,7081,鬼作秀2,汤姆·萨维尼 /乔治·肯尼迪 /多萝西·拉莫尔,1987/5/1,7.3,喜剧 / 奇幻 / 恐怖,92分钟,美国,暂无(万)
149,8487,追忆似水年华,凯瑟琳·德纳芙 /艾曼纽·贝阿 /文森特·佩雷斯,1999/5/19,6.9,剧情 / 爱情 / 战争,158分钟,"法国,意大利,葡萄牙",暂无(万)
489,297672,老表发钱寒,雷宇扬 /成奎安 /叶子楣,1991/10/17,6,喜剧 / 动作 / 爱情 / 犯罪,96分钟,中国香港,暂无
549,78251,时光恋人,李小璐 /立威廉 /方中信,2013/9/6,5.3,剧情 / 爱情 / 奇幻,89分钟,中国大陆,404(万)
569,336838,猛龙特囧,郑中基 /胡耀辉 /雨侨,2015/10/23,6.6,喜剧 / 动作,114分钟,中国大陆,633(万)
577,119034,踢馆,姜大卫 /徐少强 /裴艳玲,1979/10/25,7,动作,87分钟,中国香港,暂无
387,237636,异教徒,尼古拉斯·凯奇 /克里斯蒂娜·坎贝尔 /莉莉·索博斯基,2006/8/31,5.5,惊悚 / 恐怖 / 悬疑,102分钟,"美国,德国,加拿大",暂无(万)
453,12273,飞鹰,杨紫琼 /李冰冰 /任贤齐,2004/1/15,5.1,动作,98分钟,中国香港,1400(万)
543,249276,蔚蓝深海,蕾切尔·薇姿 /西蒙·拉塞尔·比尔 /汤姆·希德勒斯顿,2011/11/25,7,剧情 / 爱情,96分钟,英国,暂无
408,78083,囧人之越挠越痒,高捷 /刘畊宏 /周晓鸥,2013/3/14,6.1,剧情 / 喜剧,89分钟,中国大陆,暂无
144,1216,疯狂约会美丽都,米歇尔·罗班 /比阿特丽斯·博尼法西 /Charles Linton,2003/6/11,8.8,动画,80分钟,"法国,比利时,加拿大,英国,拉脱维亚",暂无(万)
107,23803,家在香港,刘德华 /朱海玲 /黎汉持,1983/8/19,8.2,剧情,98分钟,中国香港,暂无
464,79210,虐面人之死灵面膜,蒲巴甲 /程媛媛 /韩丹桐,2014/6/20,5.2,爱情 / 悬疑 / 惊悚,86分钟,中国大陆,184(万)
262,78357,功夫战斗机,柳海龙 /王琳娜 /林威,2013/11/15,5.4,剧情 / 动作,97分钟,中国大陆,122(万)
307,327159,超时空来电,史蒂芬·莫耶 /蕾切尔·勒费夫尔 /路易斯·古兹曼,2013/2/22,6.7,悬疑 / 惊悚 / 犯罪,92分钟,"英国,波多黎各",暂无
171,52385,倾城,Wu Jia /孙敏 /黄觉,2013/5/10,7.2,剧情 / 犯罪,94分钟,中国大陆,61(万)
424,12709,老鼠爱上猫,刘德华 /张柏芝 /黄秋生,2003/2/1,5.5,喜剧 / 爱情 / 动作,92分钟,"中国大陆,中国香港",2300(万)
165,833,石器时代之百万大侦探,叶山豪 /黄璐 /梁家仁,2013/4/28,5.8,喜剧 / 奇幻,87分钟,"中国大陆,中国香港",26(万)
236,15016,阿里巴巴和四十大盗,费南代尔 /Samia Gamal /迪特尔·博尔舍,1954/12/24,7.4,喜剧 / 奇幻 / 爱情,92分钟,法国,暂无
342,246091,"从哪来,到哪去",侯长荣 /石峯 /周柏臻,2014/9/16,7,剧情 / 喜剧,95分钟,中国大陆,12(万)
241,28577,那家伙的声音,薛景求 /姜栋元 /金南珠,2007/2/1,7.3,剧情 / 惊悚,122分钟,韩国,暂无
338,69055,与时尚同居,周渝民 /徐若瑄 /乔任梁,2011/10/21,5.8,喜剧,130分钟,中国大陆,560(万)
568,40313,验伤,科林·法瑞尔 /帕斯·贝加 /克里斯托弗·李,2009/9/12,7.5,剧情 / 悬疑 / 战争,99分钟,"爱尔兰,西班牙,比利时,法国",暂无
339,31050,黄真伊,宋慧乔 /刘智泰 /柳承龙,2007/6/6,6.1,剧情 / 爱情 / 历史 / 歌舞,130分钟,韩国,暂无
335,224561,战上海,刘季云 /高岩 /李舒田,1959/2/1,7,战争,106分钟,中国大陆,18(万)
131,21695,方糖,林秀晶 /朴吉秀 /朴恩修,2006/8/10,7.9,剧情 / 运动,124分钟,韩国,暂无
316,246186,宅女侦探桂香,周渝民 /王珞丹 /任达华,2015/8/13,5.6,喜剧 / 爱情 / 悬疑,98分钟,中国大陆,4129(万)
162,1261,乐士浮生录,胡安·德·马科斯·冈萨雷斯 /皮欧·雷瓦 /Joachim Cooder,1999/2/17,9,纪录片 / 音乐,105分钟,"德国,美国,英国,法国,古巴",暂无
208,339277,高粱地里大麦熟,张艾嘉 /雷鸣 /管管,1984,8.1,剧情 / 爱情 / 历史,98分钟,中国台湾,暂无
354,18146,富贵再三逼人,董骠 /沈殿霞 /曾志伟,1989/2/2,6.8,喜剧,90分钟,中国香港,暂无
446,341836,相伴库里申科,戴娇倩 /姜瑞佳 /吴甜甜,2015/8/14,7,剧情,92分钟,中国大陆,28(万)
445,331976,酷我随行,克莱尔·丹尼斯 /詹姆斯·麦斯登 /托马斯·曼恩,2013/6/21,6.9,喜剧 / 剧情,92分钟,美国,暂无
256,341180,男人制造,罗家英 /涓子 /郭金杰,2015/7/31,8.2,喜剧,90分钟,中国大陆,20(万)
591,319461,亡命抢劫,D.J. Naylor /Big Daddy Kane /伯恩·柯谢尔,2007/8/7,4.8,动作 / 恐怖,80分钟,美国,暂无
142,296081,潇洒先生,戚美珍 /关之琳 /郑则仕,1989,7.4,喜剧,90分钟,中国香港,暂无
495,311222,走火枪,吕国慧 /黄真真 /叶伟信,2002/11/7,6.4,动作,84分钟,中国香港,暂无
589,57754,不当交易,黄政民 /柳昇范 /柳海真,2010/10/28,6.7,悬疑 / 惊悚,119分钟,韩国,暂无
521,956,三个未婚妈妈,车永莉 /爱新觉罗·启星 /居文沛,2012/10/26,6.9,剧情,92分钟,中国大陆,448(万)
356,2786,上海快车,玛琳·黛德丽 /克里夫·布洛克 /华纳·欧兰德,1932/2/12,8,剧情 / 爱情 / 冒险,80分钟,美国,暂无
478,2357,老人与海,斯宾塞·屈塞 /Don Blackman /Mauritz Hugo,1958/10/11,7.9,剧情,86分钟,美国,暂无
219,15032,我这一辈子,徐伟杰 /王万恩 /石挥,1950/12/31,8.5,剧情,108分钟,中国大陆,1(万)
318,11065,鸿运当头,郑则仕 /泰迪·罗宾 /高雄,1984/12/28,6.7,喜剧 / 搞笑 / 惊悚,85分钟,中国香港,暂无
323,3708,乌龟和兔子,Ned Norton /Vance Colvig Jr. /Eddie Holden,1935/1/5,7.1,喜剧 / 动画 / 短片 / 家庭,9分钟,美国,暂无
379,29902,当尼采哭泣,阿曼德·阿山特 /凯瑟琳·温妮克 /贾米·埃曼,2007/12/4,7.5,剧情,105分钟,美国,暂无
435,10341,朱丽叶与梁山伯,吴君如 /吴镇宇 /葛民辉,2000/3/2,8.1,爱情,89分钟,中国香港,暂无
441,6011,两只老虎,泰迪·罗宾 /潘迎紫 /徐克,1985/4/29,6.3,喜剧,91分钟,"中国大陆,美国",暂无
139,11219,最佳拍档3：女皇密令,许冠杰 /麦嘉 /许冠英,1984/1/26,6.9,喜剧 / 动作,95分钟,中国香港,暂无
136,981,恋爱三万英尺,方力申 /刘羽琦 /黄又南,2012/11/23,6.7,喜剧 / 爱情,93分钟,中国大陆,325(万)
166,19632,水浒笑传,许冠杰 /毛舜筠 /许冠英,1993/6/30,6.3,喜剧,79分钟,"中国香港,新加坡",暂无
275,246121,悬战,焦恩俊 /连凯 /韩秋池,2015/5/8,6.8,动作 / 悬疑 / 犯罪,86分钟,中国大陆,162(万)
127,43271,皇室风流史,麦斯·米科尔森 /艾丽西亚·维坎德 /米克尔·福尔斯加德,2012/2/16,6.9,剧情 / 爱情 / 历史,137分钟,"丹麦,瑞典,捷克,德国",暂无(万)
471,2723,看得见风景的房间,海伦娜·伯翰·卡特 /丹尼尔·戴-刘易斯  /朱利安·山德斯,1985/12/13,7.7,剧情,117分钟,英国,暂无
457,246475,白宫管家,福里斯特·惠特克 /罗宾·威廉姆斯 /詹姆斯·麦斯登,2013/8/16,7.1,传记,132分钟,美国,暂无
310,11035,无限复活,郑伊健 /张柏芝 /关继威,2002/1/11,7.4,剧情,99分钟,中国香港,暂无
522,14042,生化寿尸,陈小春 /李灿森 /张锦程,1998/6/11,6.3,惊悚,95分钟,中国香港,暂无
392,349745,如果可以回到过去,苏查拉·玛娜英 /尼替·柴契塔通 /贝斯.安纳威利.查特通,2014/2/28,8.1,剧情,44分钟,泰国,暂无
306,342957,囧贼,王双宝 /赵楚纶 /王沛禄,2015/10/30,5.5,喜剧 / 犯罪,84分钟,中国大陆,27(万)
389,341620,诱狼,巩峥 /侯勇 /高明,2015/8/25,7.4,战争,96分钟,中国大陆,846(万)
206,315113,科莫多龙vs金刚巨蟒,迈克尔·帕尔 /米歇尔·波斯 /Ryan McTavish,2005/8/19,2.8,动作 / 冒险 / 喜剧,112分钟,美国,暂无
150,341922,诡劫,立威廉 /朱珠 /佟丽娅,2015/8/28,4.7,爱情 / 惊悚 / 悬疑,83分钟,中国大陆,256(万)
105,331778,读心术,金康宇 /金汎 /朴赫权,2013/3/7,6.7,剧情 / 悬疑 / 奇幻,107分钟,韩国,暂无
592,306906,情陷百乐门,雷宇扬 /陈宝莲 /张文慈,2001/8/31,6.2,剧情 / 悬疑 / 犯罪,87分钟,中国香港,暂无
444,257077,不眠之夜,金珠铃 /金洙宪 /Soo-hyeon Kim,2012/4/29,6.5,爱情 / 剧情,65分钟,韩国,暂无
271,248036,恶童日记,安德拉斯·吉耶芒特 /拉斯兹洛·吉耶芒特 /迪亚·麦格唐娜·凯斯,2013/7/3,7.1,剧情,100分钟,"德国,法国,匈牙利,奥地利",暂无
435,37005,密码疑云,文森特·佩雷斯 /弗拉基米尔·缅绍夫 /安娜斯塔西娅·扎沃洛纽克,2008/4/17,6.6,动作,105分钟,俄罗斯,1650(万)
486,3354,O记三合会档案,朱茵 /刘青云 /吴镇宇,1999/3/18,7.3,动作,100分钟,中国香港,暂无
345,249305,逃学外传,张卫健 /朱茵 /林志颖,1992/10/1,7,喜剧,91分钟,中国香港,暂无
382,30327,女人本色,付小明 /阮小仪 /高雄,2007/7/7,6.3,爱情 / 剧情,105分钟,中国香港,165(万)
390,78297,美国骗局,克里斯蒂安·贝尔 /艾米·亚当斯 /布莱德利·库珀,2014/7/4,7.3,剧情 / 惊悚 / 犯罪,138分钟,美国,2083(万)
146,78084,巨人捕手杰克,尼古拉斯·霍尔特 /艾莉诺·汤姆林森 /斯坦利·图齐,2013/3/25,7.8,剧情 / 冒险 / 奇幻,114分钟,美国,5414(万)
294,48612,鱼的故事,伊藤淳史 /高良健吾 /多部未华子,2009/3/20,7.8,喜剧,112分钟,日本,暂无
392,18740,小飞侠,谢苗 /卢惠光 /吴孟达,1995,6.7,剧情 / 儿童 / 动作,90分钟,中国香港,暂无
280,79166,兵临城下,李默然 /庞学勤 /中叔皇,1964/7/29,暂无评分,战争,106分钟,中国大陆,7(万)
196,73379,人类灭亡报告书,柳昇范 /高俊熙 /裴斗娜,2012/4/11,5.7,剧情 / 科幻,120分钟,韩国,暂无
237,516,王者之心,詹姆斯·弗兰科 /索菲亚·迈尔斯 /卢夫斯·塞维尔,2007/5/25,7.1,爱情 / 动作 / 剧情,125分钟,"美国,英国,德国,捷克",1955(万)
476,78524,江南爱情故事,沈秋雨 /沈涛 /张恩齐,2014/2/14,7,爱情 / 战争,93分钟,中国大陆,119(万)
483,342389,南国野兽,奎文赞妮·瓦利斯 /乔什尔·亚历山大 /卡莉亚娜·布劳尔,2012/1/20,7.4,剧情,93分钟,美国,暂无(万)
336,248549,对风说爱你,胡宇威 /郭采洁 /李淳,2015/6/26,7.2,剧情 / 爱情,120分钟,中国大陆,277(万)
448,246077,狙击时刻,宋洋 /王仲欣 /马强,2014/10/24,6.5,剧情 / 动作,86分钟,中国大陆,160(万)
250,206935,木兰从军,黄耐霜 /刘继群 /殷秀岑,1942/7/23,7.5,剧情,90分钟,中国大陆,暂无
165,72057,致命闪玩,杨恭如 /曹云金 /方力申,2013/8/30,7,剧情 / 悬疑 / 冒险,89分钟,中国大陆,70(万)
486,563,雷锋,董金棠 /杨贵发 /党同义,1965/3/5,7,剧情 / 传记,78分钟,中国大陆,暂无
118,38,2012来了,田中千绘 /黄又南 /黄小蕾,2011/12/31,4,剧情 / 喜剧,84分钟,中国大陆,233(万)
147,13373,忘不了,张柏芝 /刘青云 /古天乐,2003/12/6,7.6,剧情 / 爱情,109分钟,中国香港,150(万)
382,78168,终极大冒险,谢娜 /韩童生 /李扬,2013/7/20,6.5,动画 / 喜剧 / 冒险,85分钟,中国大陆,443(万)
552,78484,六福喜事,黄百鸣 /曾志伟 /吴君如,2014/1/11,8,喜剧,93分钟,"中国大陆,中国香港",8088(万)
119,78942,古堡之吻,李小璐 /约翰·罗宾森 /王姬,2014/5/8,6.8,爱情,90分钟,"中国大陆,美国",83(万)
587,17212,搭讪的法则,孙艺珍 /宋一国 /玄英,2005/12/22,6.4,爱情 / 喜剧,100分钟,韩国,暂无
438,27499,初雪之恋,柳生美结 /曹善穆 /李焕,2007/5/12,6.3,爱情,102分钟,韩国、日本,暂无
400,500,黑衣女人,丹尼尔·雷德克里夫 /塞伦·希德 /珍妮·麦克蒂尔,2012/9/20,6.9,剧情 / 惊悚 / 恐怖,93分钟,"英国,加拿大,瑞典",1801(万)
597,109,囧蛋奇兵,谈莉娜 /徐嘉苇 /刘威,2012/3/23,3.1,喜剧 / 家庭 / 奇幻,95分钟,中国大陆,137(万)
552,344992,皇帝的新装之圣诞大明星,叶芳 /丁妍 /王雪沁,2016/1/1,6.7,喜剧 / 动画,78分钟,中国大陆,96(万)
597,78850,国宝疑云,田亮 /李菁 /周显欣,2014/4/18,7,动作 / 爱情 / 悬疑,87分钟,中国大陆,暂无
503,234859,复制贝多芬,艾德·哈里斯 /黛安·克鲁格 /马修·古迪,2006/7/30,7.5,剧情,104分钟,美国、德国、匈牙利,暂无(万)
518,310400,罪恶之城,比利·鲍伯·松顿 /帕特丽夏·阿奎特 /威廉姆·德瓦内,2002/9/7,暂无评分,剧情 / 悬疑 / 惊悚 / 犯罪,103分钟,美国,暂无
322,60590,双面劳伦斯,梅尔维尔·珀波 /苏珊娜·克莱蒙 /纳塔莉·贝伊,2012/7/18,7.1,剧情,168分钟,加拿大,暂无
528,86,乌龙戏凤2012,陈怡蓉 /澎恰恰 /苑新雨,2012/2/22,4.2,喜剧,99分钟,中国台湾,265(万)
232,473,查无此人,于小伟 /邬君梅 /乔任梁,2012/6/15,5.6,剧情 / 悬疑,100分钟,中国大陆,286(万)
447,9908,史前大章鱼,杰伊·哈灵顿 /Ravil Issyanov /戴维·比克罗夫特,2000/9/21,4.3,动作 / 惊悚 / 恐怖,100分钟,美国,暂无
185,273468,南岛风云,上官云珠 /李纬 /穆宏,1955/2/28,7,战争,97分钟,中国大陆,1(万)
435,72234,双面君王,李秉宪 /韩孝周 /柳承龙,2012/9/13,7.3,剧情 / 历史,131分钟,韩国,暂无
334,5732,彩云曲,刘德华 /庄静而 /汤镇业,1982/4/21,7.1,剧情,84分钟,中国香港,暂无
499,3954,天有眼,陈小春 /陈锦鸿 /Benny Li Shuan Yan,2000/11/16,6.6,剧情 / 犯罪,106分钟,中国香港,暂无
333,8928,丰胸秘CUP,吴镇宇 /李嘉欣 /吴彦祖,2002/1/24,5.8,喜剧,97分钟,中国香港,暂无
104,557,潘多拉的宝剑,欧弟 /陈雅丽 /连晋,2012/6/21,6.4,喜剧 / 爱情,100分钟,中国大陆,81(万)
501,305062,追凶20年,周海媚 /张达明 /谢君豪,1998/4/23,7.1,恐怖 / 惊悚,87分钟,中国香港,暂无
439,277710,外太空计划9,Tor Johnson /贝拉·卢戈西 /克里斯威尔,1957/3/15,4.2,科幻 / 恐怖,79分钟,美国,暂无
258,246119,十二生肖城市英雄,苏倩云 /丁润琦 /解丽丽,2014/10/3,7.1,喜剧 / 动画,80分钟,中国大陆,54(万)
118,122216,开心勿语,梅艳芳 /蔡一杰 /柏安妮,1987/8/13,6.6,喜剧 / 爱情,86分钟,中国香港,暂无
227,78193,爱爱囧事,赵奕欢 /王一 /莫熙儿,2013/8/2,5.8,喜剧 / 爱情,97分钟,中国大陆,200(万)
280,21284,以革命的名义,于是之 /周正 /田冲,1960/2/1,暂无评分,战争,148分钟,中国大陆,暂无
378,122591,赤胆情,李修贤 /郑裕玲 /林威,1988,6.2,动作 / 犯罪,91分钟,中国香港,暂无
404,78063,爱情银行,夏雨 /周泓 /徐洁儿,2013/3/14,6.9,剧情 / 爱情,94分钟,中国大陆,534(万)
234,24602,乡村女教师,达尼尔·萨加尔 /罗斯季斯拉夫·普利亚特 /Aleksandr Zhukov,1947/10/30,7.6,剧情,100分钟,苏联,暂无
297,3783,党同伐异,丽莲·吉许 /梅·马什 /罗伯特·哈伦,1916/9/5,8.4,剧情,197分钟,美国,暂无
182,246044,这个大叔不太囧,杜海涛 /范军 /沈梦辰,2014/8/22,4.3,喜剧 / 爱情,95分钟,中国大陆,25(万)
177,279358,分水岭,张勇手 /周正禹 /刘教级,1964,6.1,剧情,86分钟,中国大陆,暂无
402,876,李时珍,赵丹 /仲星火 /舒适,1956/1/1,7.9,剧情 / 传记,103分钟,中国大陆,暂无
262,78546,太空熊猫历险记,胡可 /易小寅 /苏俣,2013/12/28,6.6,动画 / 奇幻 / 冒险,84分钟,中国大陆,212(万)
227,271934,六号门,郭振清 /李晓功 /谢添,1952/2/1,5.8,剧情,96分钟,中国大陆,暂无
437,246862,利维坦,弗拉季米尔·弗多维琴科夫 /叶莲娜·利亚多娃 /罗曼·迈迪安诺夫,2015/4/18,7.4,剧情,140分钟,俄罗斯,暂无
572,213354,笨小孩,叶德娴 /谭耀文 /关秀媚,1999/12/28,7.8,剧情,105分钟,中国香港,暂无
185,53714,乌鸦,约翰·库萨克 /爱丽丝·伊芙 /卢克·伊万斯,2012/4/27,6.4,悬疑 / 惊悚 / 犯罪,111分钟,美国,暂无(万)
402,78585,拯救大明星,马丁·弗瑞曼 /蒂姆·克里 /帕姆·费里斯,2014/1/25,7,动画 / 喜剧 / 冒险,83分钟,"英国,美国",433(万)
517,40570,傻瓜,尹亨国 /全美善 /徐大韩,2008/2/28,7.4,喜剧 / 爱情,106分钟,韩国,暂无
172,342603,摇滚水果,王李丹妮 /陈亦飞 /常乐,2015/11/27,5.2,喜剧 / 爱情 / 音乐,99分钟,中国大陆,53(万)
411,15861,红楼梦,周璇 /王丹凤 /袁美云,1945/1/1,6.8,爱情,125分钟,中国大陆,暂无
127,248765,天亮·分手,陈晓东 /尹航 /安钧璨,2015/5/29,6.3,剧情 / 爱情,90分钟,中国大陆,58(万)
384,36159,全顺粉女士绑架事件,罗文姬 /朴相勉 /郑奎洙,2007/9/12,6.8,喜剧,118分钟,韩国,暂无
464,40596,国际交换生,詹妮佛·库里奇 /瓦妮萨·洛金斯 /柯蒂斯·阿姆斯壮,2008/9/9,4.5,喜剧,86分钟,美国,暂无
573,56111,鬼乱5,翁韦德·答奴翁 /尼科·塞瑞奥尔特 /甲差·扁威提,2009/9/9,7.2,恐怖,126分钟,泰国,暂无
434,34595,时空罪恶,卡拉·埃雷贾德 /芭芭拉·格娜加 /Candela Fernández,2008/6/27,7.3,惊悚 / 悬疑 / 科幻,92分钟,西班牙,暂无(万)
259,257188,燃烧,亚历克斯·冈萨雷斯 /阿德丽安娜·尤加特 /阿尔贝托·阿曼,2013/4/21,6.5,动作,102分钟,西班牙,暂无
366,251786,红日,张伐 /杨在葆 /高博,1963/5/1,暂无评分,剧情 / 战争,132分钟,中国大陆,9(万)
597,78382,团圆,卢燕 /徐才根 /凌峰,2013/9/19,7.8,剧情 / 家庭 / 短片,17分钟,中国大陆,9(万)
335,68304,如沐爱河,高梨临 /奥野匡 /加濑亮,2013/6/15,7.2,剧情,109分钟,"日本,法国",暂无(万)
406,856,猎头游戏,阿卡塞尔·亨涅 /尼古拉·科斯特-瓦尔道 /西诺薇·玛考迪·伦德,2011/8/26,7.6,悬疑 / 惊悚 / 犯罪,98分钟,"挪威,瑞典,丹麦,德国",暂无(万)
255,8733,鬼马双星,许冠文 /许冠英 /许冠杰,1974/10/17,7.3,喜剧,107分钟,中国香港,暂无
308,78363,摇滚英雄,秦昊 /刘雅瑟 /李梦,2015/6/20,5.7,剧情 / 爱情 / 音乐,91分钟,中国大陆,180(万)
159,9891,近松物语,长谷川一夫 /香川京子 /进藤英太郎,1954/11/23,8.3,剧情 / 爱情,102分钟,日本,暂无
390,331757,宿主,西尔莎·罗南 /马克斯·艾恩斯 /杰克·阿贝尔,2013/3/29,6.9,动作 / 爱情 / 科幻 / 惊悚,125分钟,美国,暂无(万)
418,231144,9个女仔1只鬼,区文诗 /陈素莹 /陈敏之,2002/11/23,6.3,喜剧 / 爱情,94分钟,中国香港,暂无
253,316,黑帮暴徒,普雷斯利·奎文亚吉 /特里·费托 /莫苏西·麦格诺,2005/12/23,7.4,剧情,94分钟,"南非,英国",暂无(万)
520,10448,半支烟,曾志伟 /谢霆锋 /舒淇,1999/11/5,7.4,剧情 / 爱情,101分钟,中国香港,暂无
511,298962,烈火情仇,万梓良 /大岛由加利 /郑浩南,1991/10/31,5.8,动作,91分钟,中国香港,暂无
369,296946,摩登襯家,柯受良 /李修贤 /午马,1990/3/8,5.7,犯罪,92分钟,中国香港,暂无
392,248819,墓穴迷城,吕聿来 /黎一墨 /谢君豪,2015/9/18,6,惊悚,90分钟,中国大陆,249(万)
418,246419,末日浩劫,基姆·古铁雷斯 /何塞·卡罗纳多 /玛塔·埃图娜,2014/12/26,6.6,科幻 / 惊悚 / 冒险,103分钟,"西班牙,法国",1678(万)
482,260229,专撬墙脚,曾志伟 /刘瑞琪 /罗兰,1983/8/5,6.5,喜剧 / 爱情,95分钟,中国香港,暂无
586,238367,烈火青春,陈奕迅 /梁汉文 /杨千嬅,1998/4/30,7.1,剧情 / 爱情,99分钟,中国香港,暂无
467,269089,唐老鸭与大猩猩,克拉伦斯·纳什,1944/3/31,8,喜剧 / 动画 / 短片 / 家庭,7分钟,美国,暂无
364,245909,超萌英雄,欧弟 /杨舒婷 /成泰燊,2014/7/4,6.9,喜剧 / 爱情 / 冒险,89分钟,中国大陆,142(万)
359,246215,潜龙风云,黄秋生 /蔡卓妍 /黄又南,2014/11/7,3.9,喜剧 / 爱情 / 动作,95分钟,"中国香港,中国大陆",69(万)
263,505,黑暗中的救赎,果靖霖 /任泉 /刘敏涛,2012/6/21,5.1,悬疑,99分钟,中国大陆,103(万)
107,72,就是闹着玩的,李易祥 /岳云鹏 /王彤,2012/1/23,6.8,喜剧,92分钟,中国大陆,321(万)
584,26888,摇滚吉他梦,萨弗蓉·布罗斯 /伊萨赫·德·班克尔 /帕兹·德拉维尔塔,2008/1/18,6.6,剧情 / 爱情 / 音乐,91分钟,美国,暂无
